N,P,K,pH,temperature,humidity,rainfall,region,label
39,69,17,6.3,23.9,66.8,55.3,Shivamogga,Blackgram
34,82,35,5.8,15.0,28.9,78.0,Belagavi,Chickpea
57,61,26,6.0,16.6,63.4,48.2,Ballari,Maize
128,54,13,8.1,26.7,51.8,40.1,Shivamogga,Cotton
69,36,25,6.9,18.4,63.1,75.9,Ballari,Maize
22,60,29,5.7,24.3,13.9,41.4,Ballari,Kidneybeans
110,74,46,6.6,24.3,72.4,106.9,Mandya,Banana
20,50,16,6.8,30.2,70.6,39.4,Davanagere,Mungbean
94,22,43,6.3,28.3,81.6,25.4,Mysuru,Muskmelon
19,12,22,5.6,27.9,57.5,117.2,Davanagere,Mango
97,30,52,6.8,31.9,78.3,45.5,Shivamogga,Muskmelon
101,90,58,5.6,31.4,76.8,115.2,Mysuru,Banana
59,42,15,6.2,22.3,68.8,98.5,Hassan,Maize
20,38,45,6.3,19.2,92.2,106.1,Vijayapura,Pomegranate
13,125,190,6.1,29.3,78.3,60.0,Mysuru,Grapes
72,41,27,7.0,18.4,73.6,114.4,Davanagere,Maize
72,42,30,6.0,25.0,73.6,220.3,Ballari,Rice
24,69,26,5.5,22.6,21.7,43.8,Vijayapura,Kidneybeans
99,19,37,6.3,29.8,47.2,101.7,Shivamogga,Coffee
21,52,28,7.6,18.6,24.1,47.2,Davanagere,Lentil
18,21,14,7.2,28.5,89.5,112.5,Mandya,Orange
67,63,40,6.5,34.2,94.8,177.7,Shivamogga,Rice
29,51,29,6.6,27.2,67.8,40.5,Shivamogga,Mungbean
36,74,46,7.5,23.7,16.3,52.1,Chitradurga,Chickpea
44,55,29,6.3,28.8,61.1,83.9,Hassan,Blackgram
33,132,191,6.6,12.6,71.8,88.1,Hassan,Grapes
78,52,41,6.3,23.0,79.3,169.1,Chitradurga,Jute
12,68,14,6.0,18.7,25.3,87.3,Shivamogga,Kidneybeans
25,16,12,6.4,10.6,99.8,130.1,Davanagere,Orange
96,66,59,6.4,26.3,73.4,80.6,Tumakuru,Banana
25,34,20,6.2,28.5,81.3,245.6,Mysuru,Coconut
24,54,28,7.0,26.0,23.5,25.1,Davanagere,Lentil
90,65,47,5.4,28.7,88.2,107.0,Shivamogga,Banana
28,19,26,5.5,26.5,79.7,172.5,Davanagere,Coconut
27,34,46,6.8,17.4,99.6,138.3,Mysuru,Pomegranate
64,43,21,5.6,16.9,49.5,74.3,Davanagere,Maize
51,33,46,7.0,27.0,87.8,237.0,Vijayapura,Papaya
92,78,54,6.5,30.0,74.2,138.6,Belagavi,Banana
90,10,22,6.2,25.5,54.0,121.2,Chitradurga,Coffee
26,56,18,6.7,34.3,19.2,166.5,Belagavi,Pigeonpeas
29,16,23,5.0,29.5,99.6,195.5,Vijayapura,Coconut
15,62,23,7.2,22.2,28.0,51.4,Tumakuru,Lentil
113,8,50,5.9,31.9,92.5,73.0,Mandya,Muskmelon
15,21,36,5.8,26.5,96.0,177.3,Ballari,Coconut
118,24,59,6.8,28.1,81.1,63.6,Tumakuru,Muskmelon
16,50,44,6.8,22.0,29.2,56.2,Ballari,Chickpea
14,40,26,6.2,33.1,33.9,59.3,Ballari,Mothbeans
34,138,207,5.4,31.4,73.4,76.1,Davanagere,Grapes
85,92,41,5.5,24.3,87.2,138.5,Vijayapura,Banana
86,74,56,6.1,25.5,71.6,109.3,Ballari,Banana
119,51,11,7.6,23.4,72.5,45.8,Belagavi,Cotton
48,56,26,7.2,36.8,60.4,88.6,Belagavi,Blackgram
17,60,41,7.0,22.3,23.1,79.2,Chitradurga,Chickpea
10,39,35,6.1,22.9,94.9,108.0,Hassan,Pomegranate
30,136,194,6.2,18.0,77.0,64.3,Ballari,Grapes
16,79,28,7.0,33.9,32.9,127.5,Belagavi,Pigeonpeas
22,68,16,6.2,22.9,21.9,49.9,Chitradurga,Lentil
25,130,193,5.7,29.9,86.7,69.3,Vijayapura,Grapes
121,42,11,6.4,23.0,46.8,94.8,Mysuru,Cotton
45,71,21,6.6,31.5,55.5,45.0,Shivamogga,Blackgram
53,46,57,6.7,36.4,85.8,136.3,Belagavi,Papaya
30,135,192,6.6,19.4,90.1,135.7,Mandya,Apple
23,33,27,5.7,24.5,84.9,229.4,Chitradurga,Coconut
95,93,56,5.7,29.7,84.3,104.6,Ballari,Banana
15,20,17,6.4,13.3,94.8,91.1,Belagavi,Orange
34,58,16,7.2,27.1,70.4,85.0,Hassan,Blackgram
111,30,37,6.5,29.0,69.3,126.6,Ballari,Coffee
27,59,13,7.1,28.5,60.8,44.5,Vijayapura,Mungbean
127,52,21,6.9,26.5,68.9,68.5,Mysuru,Cotton
12,38,36,5.5,16.4,91.8,111.6,Tumakuru,Pomegranate
58,35,23,7.2,27.1,61.7,83.3,Mandya,Maize
67,45,40,7.1,21.4,82.7,140.7,Tumakuru,Jute
15,33,21,4.7,25.3,40.7,60.6,Davanagere,Mothbeans
17,32,35,6.7,21.0,81.6,123.6,Hassan,Pomegranate
65,57,27,6.2,22.2,66.8,94.5,Belagavi,Maize
56,40,49,6.8,24.7,85.4,153.9,Ballari,Papaya
41,72,44,7.2,23.1,20.9,45.0,Belagavi,Chickpea
57,41,50,6.6,23.0,99.1,218.5,Chitradurga,Papaya
24,143,205,5.6,17.8,79.7,92.2,Mysuru,Grapes
13,22,45,6.8,21.1,99.5,82.4,Vijayapura,Pomegranate
18,59,11,6.6,29.2,32.3,35.6,Mysuru,Lentil
35,60,45,7.5,18.2,28.4,43.8,Ballari,Chickpea
26,57,22,6.1,25.2,26.9,118.3,Hassan,Kidneybeans
32,9,15,6.9,16.4,99.2,85.2,Davanagere,Orange
88,97,46,5.4,31.6,83.3,93.5,Mysuru,Banana
24,74,12,6.1,21.4,29.4,121.6,Chitradurga,Kidneybeans
36,52,39,6.9,20.3,21.6,56.5,Mysuru,Chickpea
29,52,18,6.4,26.9,66.0,56.5,Chitradurga,Mungbean
64,56,17,6.2,27.0,74.7,53.6,Belagavi,Maize
27,67,24,6.2,18.8,12.1,101.3,Belagavi,Kidneybeans
85,75,57,6.1,25.4,84.5,106.6,Vijayapura,Banana
32,30,36,6.1,26.2,86.5,153.7,Tumakuru,Coconut
85,22,46,6.5,26.7,89.0,26.0,Davanagere,Muskmelon
21,27,9,7.2,33.9,88.9,108.0,Mysuru,Orange
25,30,27,5.2,33.0,54.3,109.6,Tumakuru,Mango
45,34,49,7.1,32.8,93.4,226.2,Hassan,Papaya
94,6,52,6.5,22.1,87.3,40.2,Tumakuru,Watermelon
28,26,35,5.7,31.2,58.5,87.8,Hassan,Mango
13,23,30,6.0,23.8,90.9,140.6,Mysuru,Coconut
101,31,28,6.6,25.5,66.7,117.1,Hassan,Coffee
52,49,55,6.6,33.5,94.3,217.2,Tumakuru,Papaya
19,20,0,6.7,27.0,90.9,89.3,Belagavi,Orange
63,42,59,6.5,30.9,99.6,132.7,Mysuru,Papaya
92,27,44,7.1,25.6,93.0,66.7,Mysuru,Watermelon
18,11,34,5.9,36.6,54.5,87.6,Hassan,Mango
122,44,17,6.4,20.1,58.0,109.6,Belagavi,Cotton
129,61,15,7.9,30.0,62.4,95.3,Hassan,Cotton
27,39,32,6.0,19.5,99.4,108.8,Belagavi,Pomegranate
20,74,26,6.0,18.5,17.8,27.3,Chitradurga,Lentil
13,25,21,5.4,23.3,87.7,146.8,Ballari,Coconut
30,138,195,5.9,20.4,86.1,70.3,Davanagere,Grapes
35,60,33,6.4,17.7,32.8,43.6,Davanagere,Chickpea
87,10,51,6.7,23.6,87.8,38.8,Ballari,Watermelon
113,28,46,6.4,23.0,88.6,41.9,Belagavi,Watermelon
62,51,51,7.0,24.8,93.4,155.2,Davanagere,Papaya
23,58,15,5.8,28.8,12.9,26.1,Vijayapura,Lentil
85,88,51,6.5,27.4,88.2,85.3,Tumakuru,Banana
62,26,57,6.5,23.7,85.2,220.8,Ballari,Papaya
19,130,196,6.0,34.4,70.9,68.6,Belagavi,Grapes
85,48,29,5.6,20.1,58.9,41.8,Tumakuru,Maize
34,128,197,5.6,21.6,86.7,40.5,Tumakuru,Grapes
72,37,48,6.8,26.7,73.9,236.8,Vijayapura,Rice
28,60,14,5.7,24.8,21.5,80.4,Shivamogga,Kidneybeans
94,34,29,7.2,27.1,65.9,133.7,Chitradurga,Coffee
90,7,47,6.0,29.5,78.2,55.9,Davanagere,Muskmelon
16,12,49,6.8,21.0,96.4,102.7,Ballari,Pomegranate
11,53,23,5.7,18.9,15.8,68.3,Belagavi,Kidneybeans
96,30,41,6.5,29.6,82.6,28.4,Ballari,Watermelon
99,28,34,6.9,28.4,61.3,120.1,Davanagere,Coffee
28,23,8,6.0,36.3,90.5,109.8,Davanagere,Orange
17,31,25,7.8,29.6,55.3,24.4,Mandya,Mothbeans
39,37,45,6.4,32.0,91.9,182.1,Mandya,Papaya
102,33,58,7.1,25.7,94.4,23.3,Vijayapura,Watermelon
41,55,44,6.3,19.2,18.1,66.4,Hassan,Chickpea
24,125,207,6.3,24.6,90.3,132.1,Davanagere,Apple
25,142,197,6.2,22.2,94.3,92.5,Mysuru,Apple
122,41,19,7.6,21.4,48.1,90.5,Chitradurga,Cotton
47,61,52,7.0,40.7,96.1,179.0,Hassan,Papaya
26,19,31,4.9,29.7,43.4,119.9,Hassan,Mango
17,50,14,6.2,18.7,21.5,97.3,Davanagere,Kidneybeans
105,80,49,6.4,25.6,84.0,94.0,Belagavi,Banana
65,58,39,6.1,24.7,70.4,214.7,Vijayapura,Jute
42,59,32,7.2,26.3,15.1,40.9,Mandya,Chickpea
11,17,40,6.7,25.2,86.6,130.1,Davanagere,Pomegranate
45,55,19,7.2,27.5,68.3,48.4,Vijayapura,Blackgram
31,10,32,5.8,29.9,78.5,190.7,Mysuru,Coconut
32,60,16,7.5,30.4,73.1,53.9,Tumakuru,Blackgram
26,144,200,6.7,20.3,100.0,126.1,Mysuru,Apple
99,87,42,6.2,24.8,83.2,113.8,Tumakuru,Banana
14,123,204,6.4,24.5,89.4,71.9,Mandya,Grapes
39,60,41,6.4,27.1,93.8,196.7,Chitradurga,Papaya
96,16,34,6.3,26.0,57.9,132.3,Vijayapura,Coffee
11,48,16,6.6,27.6,63.1,30.2,Hassan,Mungbean
22,39,29,5.3,30.8,60.3,75.1,Tumakuru,Mothbeans
113,81,56,5.6,29.8,74.2,101.5,Vijayapura,Banana
99,69,46,6.6,23.2,79.3,138.3,Chitradurga,Banana
30,130,191,5.8,23.6,85.7,128.7,Shivamogga,Apple
102,21,57,6.4,30.3,75.3,25.3,Tumakuru,Muskmelon
94,25,59,6.6,25.4,75.4,68.2,Tumakuru,Muskmelon
75,54,49,7.3,24.2,94.9,173.9,Belagavi,Jute
12,59,12,7.1,31.5,63.3,71.2,Mysuru,Mungbean
92,53,14,7.2,18.6,70.7,118.0,Mandya,Maize
33,71,34,7.7,22.7,29.9,36.7,Tumakuru,Chickpea
75,51,14,7.0,16.8,59.8,104.3,Chitradurga,Maize
87,84,54,5.6,27.0,85.3,134.0,Shivamogga,Banana
55,43,49,6.9,39.8,99.3,199.8,Tumakuru,Papaya
12,59,24,5.5,17.0,26.4,126.2,Mandya,Kidneybeans
74,59,34,6.6,27.6,76.2,151.7,Tumakuru,Jute
57,54,39,7.5,20.2,87.2,159.7,Hassan,Rice
24,27,39,5.1,26.9,50.0,115.1,Hassan,Mango
79,56,17,5.7,27.0,65.4,103.5,Belagavi,Maize
12,26,17,6.7,16.8,91.3,81.9,Tumakuru,Orange
28,53,32,6.9,23.8,11.2,37.2,Ballari,Chickpea
34,67,20,5.6,26.5,19.5,150.7,Shivamogga,Pigeonpeas
43,77,42,6.4,22.6,29.8,38.3,Ballari,Chickpea
97,92,59,6.0,30.9,88.9,73.9,Shivamogga,Banana
17,144,203,6.4,21.0,94.0,135.4,Vijayapura,Apple
76,52,37,6.0,25.9,93.2,201.0,Mandya,Jute
36,74,23,7.3,35.0,70.1,51.5,Hassan,Blackgram
131,53,17,6.1,21.5,68.9,80.0,Chitradurga,Cotton
20,142,195,5.6,36.8,88.6,51.0,Ballari,Grapes
11,142,206,5.6,11.5,82.6,67.0,Vijayapura,Grapes
16,56,14,6.9,30.2,68.8,25.3,Mandya,Mungbean
21,64,13,6.2,27.1,12.7,25.4,Vijayapura,Lentil
105,93,43,5.6,30.6,81.2,99.8,Ballari,Banana
106,19,22,6.0,21.2,58.9,133.9,Mandya,Coffee
29,129,202,6.3,22.1,89.7,89.4,Davanagere,Apple
25,36,26,6.2,31.4,57.2,22.0,Belagavi,Mungbean
70,48,31,7.7,31.2,86.4,262.7,Davanagere,Rice
14,32,27,5.6,33.6,40.2,22.2,Tumakuru,Mothbeans
30,54,17,6.0,33.0,13.3,162.5,Tumakuru,Pigeonpeas
113,24,55,7.0,30.0,75.5,30.9,Chitradurga,Muskmelon
24,37,35,6.5,26.2,99.1,124.5,Chitradurga,Pomegranate
23,70,21,5.5,25.2,17.5,144.0,Belagavi,Kidneybeans
17,125,200,6.5,35.3,75.5,79.2,Mandya,Grapes
12,129,192,6.1,22.4,85.5,45.2,Mysuru,Grapes
16,40,11,6.8,28.9,66.2,36.4,Mysuru,Mungbean
16,13,48,7.2,18.5,89.1,92.0,Vijayapura,Pomegranate
22,59,17,6.1,31.6,25.1,30.7,Vijayapura,Lentil
81,60,15,6.6,17.0,72.9,40.5,Davanagere,Maize
78,50,45,6.3,23.0,92.2,175.1,Ballari,Jute
33,7,39,5.9,27.9,81.1,206.1,Mysuru,Coconut
42,45,59,7.2,34.5,88.8,173.9,Mandya,Papaya
108,12,33,7.1,24.5,52.9,186.2,Chitradurga,Coffee
21,71,19,5.4,26.7,12.8,45.0,Mysuru,Kidneybeans
34,17,24,5.0,30.9,54.2,109.4,Vijayapura,Mango
20,53,16,6.3,28.7,66.0,73.2,Tumakuru,Mungbean
17,12,32,5.4,24.8,76.3,94.7,Vijayapura,Pomegranate
26,63,28,7.4,18.7,33.2,66.1,Mysuru,Lentil
13,41,18,6.3,27.3,39.8,69.9,Hassan,Mothbeans
105,10,43,6.6,27.6,93.7,69.5,Shivamogga,Watermelon
14,57,22,7.4,27.0,62.4,26.5,Davanagere,Mungbean
78,60,35,5.9,28.1,89.4,222.9,Chitradurga,Rice
118,17,54,6.0,29.0,83.9,25.8,Mysuru,Muskmelon
21,66,12,7.4,27.6,16.4,67.6,Ballari,Lentil
91,6,41,7.1,24.7,78.6,50.4,Shivamogga,Watermelon
98,28,50,7.0,26.8,92.3,75.3,Ballari,Muskmelon
34,52,30,5.7,31.7,14.2,103.7,Davanagere,Pigeonpeas
10,67,22,5.4,26.5,11.8,163.0,Mysuru,Kidneybeans
97,78,56,5.7,27.8,78.4,86.1,Shivamogga,Banana
103,27,45,6.5,27.3,78.6,33.2,Tumakuru,Watermelon
15,121,197,5.5,26.3,79.8,50.6,Mysuru,Grapes
62,60,58,7.0,35.4,86.7,191.5,Vijayapura,Papaya
33,125,207,6.4,26.9,76.2,53.2,Mandya,Grapes
44,62,27,6.8,25.9,55.6,62.7,Chitradurga,Blackgram
129,57,19,6.5,20.9,73.3,96.6,Shivamogga,Cotton
84,62,20,6.0,16.8,70.1,93.6,Vijayapura,Maize
17,32,20,7.0,31.6,66.9,32.9,Davanagere,Mungbean
90,49,40,6.3,25.1,80.9,316.6,Chitradurga,Rice
63,35,18,5.9,17.5,71.5,109.1,Shivamogga,Maize
22,120,208,6.3,10.8,89.1,49.0,Chitradurga,Grapes
21,40,11,6.9,25.1,70.2,67.8,Mysuru,Mungbean
120,41,21,7.2,29.5,69.1,65.1,Ballari,Cotton
90,29,42,6.9,25.4,82.3,67.2,Davanagere,Muskmelon
31,59,27,4.8,24.0,31.6,107.5,Shivamogga,Pigeonpeas
99,22,40,6.6,24.7,90.0,53.7,Chitradurga,Watermelon
14,137,191,6.5,11.3,86.2,65.7,Mandya,Grapes
84,60,42,7.2,21.0,76.9,175.9,Chitradurga,Rice
60,35,26,6.2,27.0,63.7,112.4,Davanagere,Maize
113,38,16,7.3,29.9,70.4,49.1,Belagavi,Cotton
23,138,192,6.0,18.7,77.4,80.2,Chitradurga,Grapes
95,14,53,6.0,29.3,79.2,56.7,Ballari,Muskmelon
100,22,56,5.9,30.9,82.0,40.0,Tumakuru,Muskmelon
62,64,20,6.5,26.6,69.9,93.8,Hassan,Maize
41,130,209,6.0,19.3,88.1,110.9,Mandya,Apple
26,19,37,5.7,26.8,80.0,232.1,Chitradurga,Coconut
82,58,41,7.5,18.3,88.9,237.2,Davanagere,Rice
17,68,30,7.5,18.8,10.3,72.9,Chitradurga,Chickpea
94,8,57,6.9,28.4,88.2,27.4,Shivamogga,Muskmelon
126,57,17,6.1,24.4,61.4,87.0,Davanagere,Cotton
19,29,24,6.6,29.3,42.8,98.9,Ballari,Mango
15,27,19,7.2,16.7,86.2,103.6,Hassan,Orange
98,29,34,6.3,25.6,51.9,146.4,Vijayapura,Coffee
78,56,43,6.9,31.4,71.7,263.5,Mysuru,Rice
76,49,25,6.5,24.6,55.2,65.8,Chitradurga,Maize
35,76,33,6.8,34.5,29.2,83.1,Shivamogga,Pigeonpeas
25,22,37,4.9,30.5,76.7,255.9,Ballari,Coconut
82,48,43,7.3,21.8,74.0,140.5,Tumakuru,Jute
30,56,19,6.1,30.0,32.0,122.8,Tumakuru,Pigeonpeas
16,74,13,6.4,19.5,25.0,50.4,Belagavi,Lentil
10,53,24,6.0,14.6,10.9,103.4,Mandya,Kidneybeans
14,15,37,6.6,24.8,91.8,139.1,Ballari,Pomegranate
74,40,49,7.6,23.8,77.6,170.0,Mandya,Jute
101,19,38,6.1,27.7,56.1,188.4,Mandya,Coffee
116,41,21,5.8,28.3,71.1,113.6,Tumakuru,Cotton
91,26,37,6.2,24.6,48.3,202.2,Hassan,Coffee
18,133,194,5.4,11.3,81.6,96.8,Belagavi,Grapes
23,131,207,5.7,31.7,73.2,49.4,Mandya,Grapes
86,49,39,7.2,24.7,75.6,194.9,Vijayapura,Jute
80,46,43,6.1,26.0,90.2,136.3,Davanagere,Jute
76,39,47,6.7,21.9,83.1,167.4,Belagavi,Jute
16,17,31,5.9,25.9,89.8,250.2,Vijayapura,Coconut
76,41,47,6.0,19.0,79.9,301.5,Shivamogga,Rice
126,35,18,5.9,28.8,47.4,106.9,Vijayapura,Cotton
104,21,56,6.4,27.4,89.4,30.9,Mandya,Watermelon
14,122,195,6.3,21.2,85.2,118.5,Ballari,Apple
18,66,22,7.5,31.5,28.3,65.7,Vijayapura,Lentil
23,51,21,7.2,19.0,26.2,42.0,Chitradurga,Lentil
132,64,23,6.9,28.2,55.4,66.6,Hassan,Cotton
18,72,46,7.6,21.5,22.0,77.0,Chitradurga,Chickpea
10,31,22,4.5,23.4,38.5,69.4,Tumakuru,Mothbeans
11,12,4,6.1,28.4,97.0,123.6,Chitradurga,Orange
124,26,48,6.1,29.1,87.8,49.5,Vijayapura,Muskmelon
31,70,44,7.1,21.2,26.4,49.0,Shivamogga,Chickpea
90,18,20,5.9,22.9,72.1,192.7,Tumakuru,Coffee
40,69,32,7.6,20.5,26.7,34.5,Tumakuru,Chickpea
15,63,18,6.4,24.2,32.3,25.4,Hassan,Lentil
21,51,21,6.7,21.6,15.5,27.3,Mandya,Lentil
61,26,42,6.4,38.5,87.5,254.6,Shivamogga,Papaya
32,7,32,5.5,30.8,91.8,190.3,Shivamogga,Coconut
12,57,11,7.1,26.0,28.5,17.4,Davanagere,Lentil
28,70,33,5.3,25.8,12.1,126.3,Ballari,Pigeonpeas
31,58,10,7.0,36.3,61.6,93.8,Tumakuru,Blackgram
14,63,14,6.0,19.7,15.3,70.7,Mysuru,Kidneybeans
23,51,14,6.1,19.6,11.9,50.4,Belagavi,Kidneybeans
115,53,21,6.3,20.6,69.8,40.1,Tumakuru,Cotton
15,74,16,6.1,13.9,19.2,75.0,Belagavi,Kidneybeans
10,33,21,6.3,27.3,40.4,77.7,Vijayapura,Mango
73,47,43,7.4,21.2,77.3,211.6,Shivamogga,Jute
65,52,32,7.3,24.2,70.2,154.8,Shivamogga,Jute
99,79,45,6.6,28.8,80.7,104.5,Shivamogga,Banana
30,22,29,6.7,27.5,52.8,85.5,Mandya,Mango
18,64,29,6.6,32.1,30.4,93.2,Shivamogga,Pigeonpeas
21,18,42,6.1,19.2,93.7,91.8,Vijayapura,Pomegranate
14,56,25,6.1,26.6,25.2,31.1,Tumakuru,Lentil
70,62,20,6.3,26.4,61.5,74.7,Mysuru,Maize
99,70,44,6.3,24.3,85.5,97.4,Ballari,Banana
91,82,40,5.6,28.3,82.2,102.2,Mysuru,Banana
48,41,40,6.4,35.1,96.8,251.5,Belagavi,Papaya
91,33,40,6.0,29.4,76.6,53.4,Mandya,Watermelon
106,17,24,6.1,23.0,63.6,160.1,Davanagere,Coffee
85,60,47,7.5,26.6,87.7,133.9,Vijayapura,Jute
29,27,18,7.4,11.3,94.1,133.5,Chitradurga,Orange
28,71,19,5.8,36.0,22.7,109.6,Tumakuru,Pigeonpeas
25,140,203,6.0,23.0,72.6,74.4,Tumakuru,Grapes
73,46,47,7.0,21.2,80.6,305.0,Hassan,Rice
93,14,22,6.2,26.6,63.1,192.4,Ballari,Coffee
64,60,44,6.6,40.2,96.3,179.8,Belagavi,Papaya
23,68,12,6.2,24.8,16.6,59.4,Hassan,Lentil
132,60,13,6.5,29.0,56.0,40.4,Tumakuru,Cotton
30,74,28,7.7,23.3,56.5,56.9,Chitradurga,Blackgram
31,132,201,6.4,11.5,80.4,69.4,Shivamogga,Grapes
12,24,11,6.7,28.4,86.3,89.6,Hassan,Orange
66,46,39,7.3,22.2,66.9,151.6,Mysuru,Jute
16,71,21,7.3,27.0,26.3,66.6,Vijayapura,Lentil
48,63,52,7.1,33.4,94.7,165.9,Hassan,Papaya
16,71,14,7.6,17.0,21.1,29.2,Davanagere,Lentil
25,65,23,5.8,18.2,27.1,64.5,Tumakuru,Kidneybeans
28,124,202,6.2,22.8,85.1,134.6,Ballari,Apple
58,61,26,6.0,28.5,52.6,117.4,Chitradurga,Maize
89,91,41,6.7,28.0,85.3,134.9,Shivamogga,Banana
20,31,25,6.2,28.4,66.3,62.3,Ballari,Mungbean
94,34,51,6.1,27.1,78.3,38.7,Tumakuru,Watermelon
18,34,11,7.0,28.2,73.4,58.0,Mysuru,Mungbean
27,127,190,5.8,20.2,81.6,58.4,Belagavi,Grapes
10,22,0,6.8,17.5,96.7,132.0,Vijayapura,Orange
